word	score	prompt: sub
jokulhlaups	7.977894	{"lhl": 2, "ulh": 4, "jok": 23, "oku": 40, "kul": 62, "hla": 73, "aup": 108, "lh": 216, "ups": 362, "lau": 376, "ku": 497, "jo": 931, "hl": 1195, "ok": 1760, "ps": 3592, "up": 3827, "au": 4224, "ul": 9579, "la": 18073}
gyozas	7.977811	{"yoz": 4, "gyo": 9, "oza": 28, "zas": 77, "oz": 635, "yo": 1169, "gy": 1283, "za": 2328, "as": 16255}
mcworld	7.977710	{"mcw": 4, "cwo": 6, "cw": 16, "rld": 90, "mc": 121, "orl": 210, "wor": 1444, "ld": 2067, "rl": 2073, "wo": 2912, "or": 20985}
muhkam	7.977547	{"uhk": 4, "muh": 11, "hka": 27, "hk": 62, "kam": 106, "uh": 111, "ka": 2086, "mu": 3409, "am": 8854}
pivmecillinam	7.977495	{"ivm": 2, "vm": 4, "vme": 4, "piv": 23, "mec": 204, "cil": 375, "nam": 524, "eci": 797, "lli": 2719, "ina": 2725, "ill": 3045, "lin": 5706, "iv": 5894, "pi": 8218, "ci": 8719, "am": 8854, "ec": 10035, "na": 12129, "il": 12822, "ll": 13942, "me": 14687, "li": 27677, "in": 55898}
cixiids	7.975910	{"cix": 4, "xii": 5, "iid": 28, "ixi": 120, "ii": 153, "ix": 657, "ids": 787, "xi": 1629, "ds": 4535, "id": 8359, "ci": 8719}
pegcetacoplan	7.975478	{"egc": 2, "gce": 2, "gc": 33, "peg": 86, "cet": 301, "aco": 513, "opl": 521, "tac": 658, "cop": 1131, "eta": 1360, "pla": 2045, "lan": 2308, "eg": 3368, "pl": 5538, "ce": 10121, "op": 10913, "ac": 12227, "pe": 13090, "et": 13963, "ta": 15325, "la": 18073, "co": 18297, "an": 27255}
pozzuolanas	7.974066	{"zuo": 2, "zzu": 4, "poz": 19, "uol": 25, "ozz": 79, "zu": 163, "oz": 635, "uo": 657, "nas": 715, "zz": 741, "ola": 1120, "ana": 1428, "lan": 2308, "po": 9502, "na": 12129, "ol": 14114, "as": 16255, "la": 18073, "an": 27255}
tuque	7.973090	{"tuq": 4, "uqu": 20, "uq": 54, "que": 1235, "ue": 2745, "qu": 4369, "tu": 5411}
axungias	7.972939	{"axu": 3, "xun": 4, "xu": 311, "gia": 314, "ung": 689, "ngi": 804, "ax": 941, "ias": 1954, "gi": 7021, "ia": 11793, "un": 14179, "as": 16255, "ng": 31814}
skyfed	7.972719	{"kyf": 4, "yfe": 7, "sky": 159, "yf": 159, "fed": 298, "ky": 555, "sk": 1833, "fe": 4200, "ed": 27846}
redcedar	7.972231	{"dce": 2, "edc": 27, "dc": 223, "eda": 409, "dar": 505, "ced": 616, "red": 3245, "da": 5117, "ce": 10121, "ar": 23319, "ed": 27846, "re": 31607}
ginkgos	7.971947	{"nkg": 3, "kgo": 7, "kg": 50, "gos": 307, "ink": 738, "gin": 1525, "nk": 2095, "go": 3757, "gi": 7021, "os": 11445, "in": 55898}
hihis	7.971537	{"hih": 4, "ihi": 53, "ih": 249, "his": 1056, "hi": 11300, "is": 31626}
kujawiak	7.971244	{"wia": 4, "kuj": 5, "iak": 14, "uja": 39, "jaw": 42, "uj": 108, "awi": 110, "ku": 497, "ja": 1254, "aw": 1826, "ak": 2624, "wi": 2990, "ia": 11793}
gatvol	7.970597	{"atv": 3, "tvo": 18, "tv": 55, "vol": 602, "gat": 954, "vo": 2057, "ga": 5763, "ol": 14114, "at": 33338}
ekpyrosis	7.970412	{"kpy": 2, "ekp": 6, "kp": 137, "yro": 414, "pyr": 424, "ek": 666, "py": 1116, "yr": 1188, "sis": 1364, "osi": 1479, "ros": 2075, "os": 11445, "si": 13737, "ro": 21780, "is": 31626}
johnboat	7.970370	{"hnb": 2, "ohn": 24, "joh": 28, "nbo": 159, "oat": 517, "boa": 613, "oh": 671, "hn": 745, "nb": 839, "jo": 931, "oa": 2888, "bo": 6341, "at": 33338}
ekpyroses	7.969242	{"kpy": 2, "ekp": 6, "kp": 137, "yro": 414, "pyr": 424, "ek": 666, "py": 1116, "yr": 1188, "ose": 1821, "ros": 2075, "ses": 9328, "os": 11445, "ro": 21780, "se": 24344, "es": 63456}
kevlars	7.967652	{"evl": 4, "vla": 8, "kev": 11, "vl": 31, "ars": 1093, "lar": 1907, "ev": 2630, "ke": 6801, "rs": 15538, "la": 18073, "ar": 23319}
maskirovkas	7.967421	{"vka": 2, "ovk": 6, "vk": 8, "kir": 123, "kas": 186, "ask": 222, "iro": 400, "rov": 478, "ski": 663, "mas": 1109, "sk": 1833, "ka": 2086, "ov": 4486, "ki": 4856, "ir": 6045, "ma": 13966, "as": 16255, "ro": 21780}
fylfots	7.967235	{"ylf": 4, "fyl": 6, "fot": 16, "lfo": 63, "ots": 558, "fy": 616, "lf": 1343, "yl": 2292, "fo": 4009, "ot": 9336, "ts": 10527}
guzmanias	7.966899	{"uzm": 2, "guz": 14, "zma": 16, "zm": 24, "uz": 304, "nia": 1068, "ias": 1954, "ani": 2744, "gu": 2868, "man": 2896, "ia": 11793, "ma": 13966, "ni": 15928, "as": 16255, "an": 27255}
argufy	7.966128	{"ufy": 3, "guf": 16, "rgu": 128, "fy": 616, "arg": 670, "uf": 863, "rg": 2514, "gu": 2868, "ar": 23319}
kkwaenggwari	7.965472	{"kkw": 2, "ggw": 5, "wae": 13, "ngg": 15, "gwa": 50, "kwa": 78, "aen": 107, "gw": 142, "kk": 167, "kw": 227, "eng": 500, "war": 1081, "gg": 2150, "ae": 2360, "ari": 3728, "wa": 4375, "ar": 23319, "ri": 27014, "en": 28336, "ng": 31814}
hikoiing	7.965296	{"oii": 2, "koi": 35, "iin": 41, "iko": 62, "hik": 82, "ii": 153, "ko": 971, "ik": 1699, "oi": 3945, "hi": 11300, "ing": 27365, "ng": 31814, "in": 55898}
tuyer	7.965134	{"tuy": 4, "uye": 18, "uy": 122, "yer": 336, "ye": 1568, "tu": 5411, "er": 53857}
omdas	7.964808	{"omd": 4, "mda": 20, "md": 73, "das": 292, "da": 5117, "om": 11650, "as": 16255}
tuktus	7.964785	{"ktu": 6, "ukt": 7, "tuk": 23, "kt": 245, "tus": 277, "uk": 543, "tu": 5411, "us": 11114}
jiaozi	7.964721	{"aoz": 4, "jia": 10, "iao": 25, "ozi": 98, "ao": 280, "ji": 440, "oz": 635, "zi": 2340, "ia": 11793}
gwyniad	7.964440	{"gwy": 3, "wyn": 8, "iad": 91, "yni": 94, "wy": 102, "gw": 142, "nia": 1068, "yn": 1495, "ad": 7572, "ia": 11793, "ni": 15928}
dufus	7.964133	{"ufu": 4, "duf": 16, "fus": 357, "uf": 863, "du": 2718, "fu": 2991, "us": 11114}
qeris	7.964076	{"qer": 4, "qe": 15, "ris": 3361, "eri": 5483, "ri": 27014, "is": 31626, "er": 53857}
boxships	7.964072	{"xsh": 2, "oxs": 15, "xs": 67, "box": 306, "ips": 663, "hip": 1167, "ox": 1597, "shi": 2214, "ps": 3592, "ip": 4650, "bo": 6341, "sh": 9655, "hi": 11300}
bookdealer	7.963863	{"kde": 2, "okd": 4, "kd": 82, "dea": 557, "boo": 654, "ook": 670, "eal": 986, "ale": 1459, "ok": 1760, "ler": 2268, "bo": 6341, "oo": 6917, "ea": 11426, "de": 17740, "le": 25286, "al": 27586, "er": 53857}
postpneumonic	7.963797	{"tpn": 1, "stp": 62, "pne": 169, "eum": 215, "umo": 226, "tp": 327, "pn": 342, "neu": 628, "pos": 1746, "nic": 1863, "mon": 2125, "ost": 2127, "eu": 2662, "oni": 3902, "um": 6434, "mo": 9202, "po": 9502, "os": 11445, "ni": 15928, "ic": 22117, "ne": 24341, "st": 28623, "on": 34070}
soapdish	7.963230	{"pdi": 2, "apd": 20, "oap": 62, "pd": 81, "soa": 115, "ish": 2618, "oa": 2888, "dis": 3737, "so": 6604, "ap": 7769, "sh": 9655, "di": 14495, "is": 31626}
lipglosses	7.963116	{"pgl": 2, "ipg": 4, "pg": 76, "lip": 554, "glo": 662, "los": 871, "oss": 986, "gl": 4049, "ip": 4650, "sse": 5855, "ses": 9328, "os": 11445, "lo": 14583, "ss": 16363, "se": 24344, "li": 27677, "es": 63456}
zawiya	7.962825	{"wiy": 4, "zaw": 8, "iya": 75, "awi": 110, "iy": 126, "ya": 1450, "aw": 1826, "za": 2328, "wi": 2990}
faqirs	7.961923	{"qir": 4, "aqi": 15, "faq": 15, "qi": 59, "aq": 298, "irs": 353, "fa": 3401, "ir": 6045, "rs": 15538}
kumkums	7.961799	{"mku": 4, "umk": 14, "mk": 42, "kum": 77, "ku": 497, "ums": 903, "ms": 4377, "um": 6434}
groomzilla	7.961685	{"mzi": 2, "omz": 5, "mz": 20, "zil": 82, "oom": 489, "gro": 739, "roo": 965, "lla": 1795, "zi": 2340, "ill": 3045, "gr": 6180, "oo": 6917, "om": 11650, "il": 12822, "ll": 13942, "la": 18073, "ro": 21780}
buzzphrases	7.961278	{"zzp": 2, "zph": 4, "zp": 15, "buz": 45, "uzz": 163, "hra": 276, "uz": 304, "phr": 337, "zz": 741, "ase": 1308, "ras": 1540, "hr": 2638, "bu": 3856, "ses": 9328, "ph": 11411, "as": 16255, "se": 24344, "ra": 26052, "es": 63456}
kuzus	7.961091	{"kuz": 6, "zus": 14, "uzu": 15, "zu": 163, "uz": 304, "ku": 497, "us": 11114}
schutzhund	7.960950	{"tzh": 2, "zhu": 6, "zh": 51, "utz": 57, "hut": 118, "hun": 308, "chu": 399, "tz": 424, "sch": 919, "hu": 2232, "und": 2456, "sc": 7227, "ut": 7768, "nd": 10940, "un": 14179, "ch": 15074}
wyn	7.960505	{"wyn": 8, "wy": 102, "yn": 1495}
timkat	7.959477	{"imk": 4, "mka": 8, "mk": 42, "kat": 183, "tim": 958, "ka": 2086, "im": 6699, "at": 33338, "ti": 41397}
gyve	7.959268	{"gyv": 8, "yve": 13, "yv": 44, "gy": 1283, "ve": 12649}
soyuzes	7.959082	{"yuz": 4, "oyu": 6, "soy": 22, "uze": 42, "yu": 212, "uz": 304, "oy": 965, "zes": 1420, "ze": 5493, "so": 6604, "es": 63456}
bayyan	7.957996	{"yya": 6, "ayy": 7, "yy": 13, "bay": 70, "yan": 295, "ya": 1450, "ay": 2419, "ba": 7263, "an": 27255}
buhrs	7.957858	{"buh": 9, "hrs": 9, "uhr": 12, "uh": 111, "hr": 2638, "bu": 3856, "rs": 15538}
volksraads	7.956803	{"ksr": 2, "aad": 6, "sra": 25, "raa": 36, "olk": 117, "lks": 128, "sr": 215, "aa": 269, "vol": 602, "ads": 657, "lk": 833, "vo": 2057, "ks": 2959, "ds": 4535, "ad": 7572, "ol": 14114, "ra": 26052}
muu-muus	7.956323	{"muu": 8, "uus": 12, "uu": 62, "mu": 3409, "us": 11114}
aasvogels	7.956061	{"svo": 3, "asv": 4, "vog": 26, "aas": 29, "sv": 114, "aa": 269, "gel": 419, "els": 741, "oge": 1253, "vo": 2057, "ls": 4584, "og": 8345, "ge": 9698, "el": 14244, "as": 16255}
fjordic	7.955664	{"fjo": 3, "fj": 7, "jor": 73, "rdi": 917, "ord": 919, "jo": 931, "dic": 1244, "rd": 4404, "di": 14495, "or": 20985, "ic": 22117}
ahchoo	7.955366	{"ahc": 3, "hch": 17, "hc": 108, "hoo": 778, "ah": 1215, "cho": 1918, "oo": 6917, "ho": 12783, "ch": 15074}
klappvisier	7.955020	{"ppv": 2, "pvi": 4, "pv": 12, "kla": 89, "lap": 377, "sie": 633, "vis": 872, "kl": 1074, "app": 1294, "isi": 2055, "pp": 3095, "ier": 3340, "vi": 5599, "ap": 7769, "si": 13737, "la": 18073, "ie": 18678, "is": 31626, "er": 53857}
mukluk	7.954812	{"ukl": 4, "muk": 20, "klu": 33, "luk": 39, "uk": 543, "kl": 1074, "mu": 3409, "lu": 5008}
huh	7.952979	{"huh": 8, "uh": 111, "hu": 2232}
uh-huh	7.952979	{"huh": 8, "uh": 111, "hu": 2232}
tsuyu	7.952499	{"suy": 5, "uyu": 11, "tsu": 105, "uy": 122, "yu": 212, "su": 7091, "ts": 10527}
fozy	7.952499	{"foz": 5, "ozy": 52, "zy": 341, "oz": 635, "fo": 4009}
sijos	7.952162	{"sij": 4, "ijo": 33, "jos": 42, "ij": 123, "jo": 931, "os": 11445, "si": 13737}
vodkas	7.951690	{"dka": 4, "odk": 10, "vod": 37, "dk": 52, "kas": 186, "vo": 2057, "ka": 2086, "od": 5255, "as": 16255}
sexductions	7.951232	{"xdu": 2, "exd": 5, "xd": 7, "sex": 384, "uct": 721, "duc": 740, "du": 2718, "cti": 2813, "uc": 3665, "ex": 4115, "ct": 7629, "ons": 7653, "tio": 11134, "ion": 13326, "ns": 16950, "io": 18045, "se": 24344, "on": 34070, "ti": 41397}
khakhras	7.950516	{"khr": 2, "akh": 61, "hak": 154, "kha": 163, "hra": 276, "kh": 443, "ras": 1540, "ak": 2624, "hr": 2638, "ha": 10764, "as": 16255, "ra": 26052}
marburgvirus	7.949927	{"rgv": 2, "gvi": 4, "gv": 6, "iru": 164, "rbu": 212, "vir": 406, "urg": 477, "bur": 692, "arb": 830, "rus": 946, "mar": 1482, "rg": 2514, "rb": 2528, "bu": 3856, "ru": 4632, "vi": 5599, "ir": 6045, "ur": 10931, "us": 11114, "ma": 13966, "ar": 23319}
mcwords	7.949533	{"mcw": 4, "cwo": 6, "cw": 16, "mc": 121, "rds": 792, "ord": 919, "wor": 1444, "wo": 2912, "rd": 4404, "ds": 4535, "or": 20985}
methylxanthines	7.948937	{"lxa": 2, "ylx": 2, "lx": 7, "xan": 127, "hyl": 517, "thy": 599, "xa": 717, "nth": 1013, "eth": 1165, "thi": 1473, "yl": 2292, "hin": 2313, "met": 2759, "hy": 4712, "ant": 5711, "ine": 6416, "nes": 11012, "hi": 11300, "th": 11453, "et": 13963, "me": 14687, "nt": 20842, "ne": 24341, "an": 27255, "in": 55898, "es": 63456}
offput	7.948272	{"fpu": 4, "ffp": 9, "fp": 29, "put": 382, "off": 543, "of": 1745, "ff": 2654, "pu": 2898, "ut": 7768}
dvija	7.948083	{"vij": 4, "ija": 29, "dvi": 66, "ij": 123, "dv": 289, "ja": 1254, "vi": 5599}
mahjongg	7.947760	{"ahj": 4, "hjo": 6, "ngg": 15, "hj": 16, "jon": 50, "mah": 96, "jo": 931, "ong": 1150, "ah": 1215, "gg": 2150, "ma": 13966, "ng": 31814, "on": 34070}
mohrs	7.947691	{"ohr": 6, "hrs": 9, "moh": 31, "oh": 671, "hr": 2638, "mo": 9202, "rs": 15538}
gyttjas	7.947433	{"ttj": 4, "gyt": 8, "tja": 24, "ytt": 24, "tj": 57, "jas": 84, "ja": 1254, "gy": 1283, "yt": 1479, "tt": 5383, "as": 16255}
upjets	7.946512	{"upj": 4, "pje": 10, "pj": 26, "jet": 102, "je": 871, "ets": 1076, "up": 3827, "ts": 10527, "et": 13963}
stemheads	7.946405	{"emh": 2, "mhe": 7, "mh": 50, "ads": 657, "tem": 740, "ead": 1623, "hea": 1658, "ste": 4062, "ds": 4535, "ad": 7572, "em": 8854, "ea": 11426, "he": 15118, "st": 28623, "te": 33606}
showgoer	7.946276	{"wgo": 2, "owg": 27, "wg": 42, "goe": 144, "oer": 184, "how": 288, "sho": 1121, "oe": 2112, "go": 3757, "ow": 4449, "sh": 9655, "ho": 12783, "er": 53857}
pegvisomants	7.945573	{"egv": 2, "gvi": 4, "gv": 6, "peg": 86, "som": 828, "vis": 872, "iso": 949, "oma": 1938, "nts": 2256, "man": 2896, "eg": 3368, "vi": 5599, "ant": 5711, "so": 6604, "ts": 10527, "om": 11650, "pe": 13090, "ma": 13966, "nt": 20842, "an": 27255, "is": 31626}
wud	7.945419	{"wud": 8, "wu": 124, "ud": 2633}
sexful	7.945190	{"xfu": 3, "exf": 26, "xf": 41, "sex": 384, "ful": 1371, "fu": 2991, "ex": 4115, "ul": 9579, "se": 24344}
busgirls	7.944761	{"usg": 2, "sgi": 19, "rls": 104, "sg": 221, "gir": 241, "irl": 262, "bus": 561, "rl": 2073, "bu": 3856, "ls": 4584, "ir": 6045, "gi": 7021, "us": 11114}
wyde	7.944033	{"wyd": 5, "yde": 89, "wy": 102, "yd": 997, "de": 17740}
hoofprint	7.943789	{"ofp": 2, "fpr": 8, "fp": 29, "oof": 327, "hoo": 778, "pri": 1258, "of": 1745, "int": 3480, "rin": 4494, "oo": 6917, "pr": 9472, "ho": 12783, "nt": 20842, "ri": 27014, "in": 55898}
barmkins	7.943769	{"rmk": 2, "mki": 20, "mk": 42, "arm": 851, "bar": 1155, "kin": 2435, "ins": 2804, "rm": 4458, "ki": 4856, "ba": 7263, "ns": 16950, "ar": 23319, "in": 55898}
logjam	7.943627	{"ogj": 5, "gja": 7, "gj": 21, "jam": 129, "ja": 1254, "log": 3455, "og": 8345, "am": 8854, "lo": 14583}
synperiplanar	7.943588	{"ynp": 1, "npe": 104, "ipl": 348, "syn": 677, "rip": 741, "np": 851, "nar": 1139, "ana": 1428, "yn": 1495, "pla": 2045, "sy": 2287, "lan": 2308, "ip": 4650, "eri": 5483, "pl": 5538, "per": 5649, "na": 12129, "pe": 13090, "la": 18073, "ar": 23319, "ri": 27014, "an": 27255, "er": 53857}
pixyish	7.943348	{"xyi": 4, "ixy": 5, "pix": 38, "yis": 145, "xy": 460, "ix": 657, "yi": 1358, "ish": 2618, "pi": 8218, "sh": 9655, "is": 31626}
ruqyahs	7.943137	{"qy": 8, "qya": 8, "uqy": 8, "ruq": 15, "yah": 46, "uq": 54, "ahs": 259, "ah": 1215, "ya": 1450, "hs": 1500, "ru": 4632}
opgaaf	7.941392	{"aaf": 6, "opg": 10, "gaa": 17, "pga": 18, "pg": 76, "aa": 269, "af": 1859, "ga": 5763, "op": 10913}
gypcretes	7.941253	{"ypc": 2, "pcr": 8, "gyp": 37, "pc": 112, "cre": 1227, "gy": 1283, "ret": 1853, "ete": 2268, "yp": 2421, "tes": 4840, "cr": 6725, "et": 13963, "re": 31607, "te": 33606, "es": 63456}
harzburgite	7.940986	{"zbu": 2, "rzb": 4, "arz": 27, "zb": 28, "rz": 117, "git": 373, "urg": 477, "rgi": 517, "bur": 692, "har": 1714, "rg": 2514, "ite": 3802, "bu": 3856, "gi": 7021, "ha": 10764, "ur": 10931, "it": 19542, "ar": 23319, "te": 33606}
kroppkakor	7.940801	{"ppk": 2, "pka": 6, "kak": 44, "pk": 50, "ako": 79, "kor": 83, "kro": 87, "kr": 373, "opp": 606, "ko": 971, "ka": 2086, "ak": 2624, "rop": 2659, "pp": 3095, "op": 10913, "or": 20985, "ro": 21780}
muqarnas	7.940715	{"qar": 4, "muq": 6, "uqa": 8, "uq": 54, "qa": 105, "arn": 510, "rna": 594, "nas": 715, "rn": 3195, "mu": 3409, "na": 12129, "as": 16255, "ar": 23319}
lezdoms	7.940284	{"zdo": 4, "ezd": 8, "lez": 14, "zd": 30, "oms": 365, "ez": 435, "dom": 680, "ms": 4377, "do": 6057, "om": 11650, "le": 25286}
buhl	7.940050	{"buh": 9, "uhl": 10, "uh": 111, "hl": 1195, "bu": 3856}
juju	7.939350	{"juj": 10, "uju": 15, "uj": 108, "ju": 1083}
vyshyvanky	7.939109	{"hyv": 3, "vys": 4, "yva": 12, "yv": 44, "ysh": 48, "nky": 75, "shy": 78, "vy": 120, "van": 487, "ky": 555, "ank": 708, "nk": 2095, "ys": 2811, "va": 3835, "hy": 4712, "sh": 9655, "an": 27255}
sahajdharis	7.939014	{"jdh": 2, "ajd": 7, "jd": 17, "haj": 29, "sah": 31, "dha": 97, "aha": 111, "aj": 340, "dh": 389, "ah": 1215, "har": 1714, "ris": 3361, "ari": 3728, "sa": 7941, "ha": 10764, "ar": 23319, "ri": 27014, "is": 31626}
devling	7.938202	{"evl": 4, "vli": 5, "vl": 31, "dev": 359, "ev": 2630, "lin": 5706, "de": 17740, "ing": 27365, "li": 27677, "ng": 31814, "in": 55898}
exnovations	7.938128	{"xno": 2, "exn": 4, "xn": 13, "nov": 185, "ova": 271, "vat": 625, "va": 3835, "ex": 4115, "ov": 4486, "ons": 7653, "no": 10594, "tio": 11134, "ati": 13296, "ion": 13326, "ns": 16950, "io": 18045, "at": 33338, "on": 34070, "ti": 41397}
khwarazmshahs	7.938006	{"zms": 2, "khw": 4, "azm": 6, "zm": 24, "hah": 52, "msh": 77, "hwa": 160, "raz": 228, "ahs": 259, "hw": 328, "kh": 443, "war": 1081, "ah": 1215, "sha": 1272, "az": 1383, "hs": 1500, "ara": 1984, "wa": 4375, "ms": 4377, "sh": 9655, "ha": 10764, "ar": 23319, "ra": 26052}
stokvels	7.937837	{"okv": 2, "kve": 23, "kv": 50, "tok": 148, "els": 741, "vel": 1223, "ok": 1760, "sto": 2207, "ls": 4584, "ve": 12649, "el": 14244, "to": 15280, "st": 28623}
reccying	7.936816	{"cyi": 2, "ccy": 16, "ecc": 136, "yin": 1044, "yi": 1358, "cc": 1632, "cy": 2029, "rec": 2296, "ec": 10035, "ing": 27365, "re": 31607, "ng": 31814, "in": 55898}
rivlins	7.936365	{"ivl": 4, "vli": 5, "vl": 31, "riv": 563, "ins": 2804, "lin": 5706, "iv": 5894, "ns": 16950, "ri": 27014, "li": 27677, "in": 55898}
thuyas	7.936341	{"huy": 4, "uya": 8, "yas": 114, "uy": 122, "thu": 289, "ya": 1450, "hu": 2232, "th": 11453, "as": 16255}
zincblendes	7.936272	{"ncb": 2, "cbl": 4, "cb": 12, "inc": 1495, "zin": 1623, "len": 1955, "end": 2169, "zi": 2340, "des": 2372, "nde": 3147, "ble": 4777, "bl": 8236, "nc": 9289, "nd": 10940, "de": 17740, "le": 25286, "en": 28336, "in": 55898, "es": 63456}
gruyeres	7.936141	{"ruy": 2, "uye": 18, "uy": 122, "gru": 215, "yer": 336, "ye": 1568, "ere": 3676, "ru": 4632, "res": 5384, "gr": 6180, "re": 31607, "er": 53857, "es": 63456}
kekw	7.936079	{"ekw": 7, "kek": 14, "kw": 227, "ek": 666, "ke": 6801}
dogcart	7.935627	{"ogc": 4, "gca": 5, "gc": 33, "dog": 366, "art": 2023, "car": 2231, "do": 6057, "rt": 6302, "og": 8345, "ca": 15651, "ar": 23319}
agpaitic	7.935120	{"gpa": 2, "agp": 21, "gp": 57, "pai": 307, "ait": 333, "iti": 5343, "tic": 5730, "ai": 5942, "ag": 6532, "pa": 9340, "it": 19542, "ic": 22117, "ti": 41397}
ateji	7.934845	{"tej": 4, "eji": 19, "ej": 332, "ji": 440, "ate": 8405, "at": 33338, "te": 33606}
kovshi	7.934106	{"vsh": 4, "ovs": 14, "kov": 18, "vs": 59, "ko": 971, "shi": 2214, "ov": 4486, "sh": 9655, "hi": 11300}
mikvoth	7.933670	{"kvo": 3, "ikv": 11, "mik": 35, "kv": 50, "vot": 116, "oth": 1244, "ik": 1699, "vo": 2057, "ot": 9336, "th": 11453, "mi": 13679}
bugpin	7.933272	{"ugp": 3, "gpi": 28, "gp": 57, "bug": 133, "pin": 2002, "ug": 2037, "bu": 3856, "pi": 8218, "in": 55898}
vyshyvanka	7.933029	{"hyv": 3, "vys": 4, "yva": 12, "yv": 44, "ysh": 48, "shy": 78, "nka": 99, "vy": 120, "van": 487, "ank": 708, "ka": 2086, "nk": 2095, "ys": 2811, "va": 3835, "hy": 4712, "sh": 9655, "an": 27255}
hogtying	7.933026	{"gty": 2, "ogt": 25, "tyi": 52, "gt": 154, "hog": 312, "yin": 1044, "yi": 1358, "ty": 4368, "og": 8345, "ho": 12783, "ing": 27365, "ng": 31814, "in": 55898}
chihuahua	7.932717	{"hih": 4, "uah": 6, "ihu": 17, "ahu": 44, "hua": 44, "ih": 249, "ah": 1215, "hu": 2232, "chi": 2870, "ua": 3275, "hi": 11300, "ch": 15074}
blowguns	7.931206	{"wgu": 2, "owg": 27, "wg": 42, "gun": 203, "blo": 635, "low": 1040, "uns": 1116, "gu": 2868, "ow": 4449, "bl": 8236, "un": 14179, "lo": 14583, "ns": 16950}
rangpurs	7.930701	{"gpu": 2, "ngp": 21, "gp": 57, "pur": 500, "urs": 803, "ang": 1972, "pu": 2898, "ran": 3478, "ur": 10931, "rs": 15538, "ra": 26052, "an": 27255, "ng": 31814}
jyotishas	7.930109	{"jyo": 2, "jy": 7, "yot": 111, "has": 614, "yo": 1169, "sha": 1272, "oti": 1298, "ish": 2618, "tis": 2670, "ot": 9336, "sh": 9655, "ha": 10764, "as": 16255, "is": 31626, "ti": 41397}
cwtching	7.930013	{"cwt": 4, "wtc": 4, "cw": 16, "wt": 214, "tch": 1503, "tc": 1789, "hin": 2313, "chi": 2870, "hi": 11300, "ch": 15074, "ing": 27365, "ng": 31814, "in": 55898}
abhyanga	7.929797	{"bhy": 2, "abh": 25, "hya": 67, "bh": 140, "yan": 295, "nga": 482, "ya": 1450, "ang": 1972, "hy": 4712, "ga": 5763, "ab": 8903, "an": 27255, "ng": 31814}
buydowns	7.928084	{"uyd": 2, "ydo": 38, "buy": 42, "uy": 122, "wns": 224, "dow": 604, "own": 824, "yd": 997, "wn": 1048, "bu": 3856, "ow": 4449, "do": 6057, "ns": 16950}
afghan	7.927419	{"afg": 6, "fgh": 6, "fg": 20, "gha": 121, "han": 1792, "af": 1859, "gh": 2717, "ha": 10764, "an": 27255}
caxixis	7.925435	{"xix": 4, "cax": 6, "ixi": 120, "xis": 203, "axi": 358, "ix": 657, "ax": 941, "xi": 1629, "ca": 15651, "is": 31626}
fauxhawk	7.924712	{"uxh": 2, "xha": 48, "aux": 94, "xh": 132, "awk": 146, "fau": 155, "wk": 185, "haw": 245, "ux": 294, "aw": 1826, "fa": 3401, "au": 4224, "ha": 10764}
stepkids	7.924119	{"epk": 2, "pki": 31, "pk": 50, "kid": 130, "tep": 261, "ids": 787, "ste": 4062, "ds": 4535, "ki": 4856, "ep": 6137, "id": 8359, "st": 28623, "te": 33606}
acmes	7.923672	{"cme": 5, "acm": 15, "cm": 27, "mes": 1246, "ac": 12227, "me": 14687, "es": 63456}
cefpodoxime	7.923626	{"fpo": 2, "efp": 4, "fp": 29, "cef": 75, "dox": 94, "xim": 108, "pod": 417, "oxi": 545, "odo": 548, "ime": 1238, "ox": 1597, "xi": 1629, "ef": 3008, "od": 5255, "do": 6057, "im": 6699, "po": 9502, "ce": 10121, "me": 14687}
leafworm	7.922240	{"afw": 4, "fwo": 4, "fw": 18, "eaf": 169, "lea": 1240, "orm": 1320, "wor": 1444, "af": 1859, "wo": 2912, "rm": 4458, "ea": 11426, "or": 20985, "le": 25286}
suezmax	7.921616	{"ezm": 4, "uez": 10, "zma": 16, "zm": 24, "sue": 83, "max": 131, "ez": 435, "ax": 941, "ue": 2745, "su": 7091, "ma": 13966}
kiaat	7.921590	{"iaa": 4, "aat": 28, "kia": 70, "aa": 269, "ki": 4856, "ia": 11793, "at": 33338}
ajwains	7.920359	{"jwa": 5, "ajw": 7, "jw": 8, "wai": 199, "aj": 340, "ain": 1877, "ins": 2804, "wa": 4375, "ai": 5942, "ns": 16950, "in": 55898}
tauon	7.920139	{"auo": 4, "uon": 22, "tau": 159, "uo": 657, "au": 4224, "ta": 15325, "on": 34070}
gelbviehs	7.920089	{"lbv": 2, "ieh": 20, "bvi": 27, "elb": 44, "ehs": 45, "bv": 106, "vie": 361, "gel": 419, "lb": 515, "eh": 1061, "hs": 1500, "vi": 5599, "ge": 9698, "el": 14244, "ie": 18678}
bizcochito	7.919737	{"zco": 2, "izc": 6, "zc": 23, "biz": 50, "hit": 562, "coc": 585, "ito": 796, "och": 945, "chi": 2870, "oc": 7325, "iz": 7477, "bi": 8414, "hi": 11300, "ch": 15074, "to": 15280, "co": 18297, "it": 19542}
